Order,TRACKING,CHSVIA,State,Ship Date
73593377,92419902712015573020125885,MBPM,NJ,20230801
73593390,1Z3584030280261615,UC02,NJ,20230801
73593390,1Z3584030280261624,UC02,NJ,20230801
73593524,1Z3584030280261633,UC02,NV,20230802
73593524,1Z3584030280261642,UC02,NV,20230802
73593291,1Z1W1R130323060081,UMOC,TN,20230803
73593386,92419902712015573020125922,MBPM,IN,20230802
73593281,92419902712015573020125939,MBPM,NY,20230802
73593638,92419902712015573020125953,MBPM,SD,20230802
73593653,1Z1W1R130323060116,UMOC,MN,20230804
73593653,1Z1W1R130323060125,UMOC,MN,20230804
73593691,92419902712015573020126011,MBPM,NV,20230802
73593693,92419902712015573020126028,MBPM,WA,20230802
73593700,92419902712015573020126035,MBPM,KS,20230802
73593780,92419902712015573020126042,MBPM,CA,20230802
73593797,1Z3584030280261651,UC02,CA,20230802
73593797,1Z3584030280261660,UC02,CA,20230802
73593516,1Z1W1R130323065273,UMOR,TX,20230804
73593477,1Z1W1R130323065264,UMOR,MN,20230804
73593393,1Z1W1R130323065317,UMOR,MA,20230804
73593465,1Z1W1R130323065308,UMOR,NC,20230804
73593585,1Z1W1R130323065291,UMOR,NY,20230804
73593466,1Z1W1R130323065282,UMOR,TX,20230804
73593381,92419902712015573020126226,MBPM,NY,20230803
73593288,92419902712015573020126233,MBPM,CA,20230803
73593290,1Z1W1R130323060367,UMOC,AL,20230803
73593382,92419902712015573020126240,MBPM,CA,20230803
73593286,1Z1W1R130323060376,UMOC,TX,20230804
73593284,1Z1W1R130323060385,UMOR,FL,20230803
73593295,92419902712015573020126257,MBPM,FL,20230803
73593391,1Z1W1R130323060394,UMOC,NJ,20230803
73593289,92419902712015573020126264,MBPM,MA,20230803
73593387,1Z1W1R130323060401,UMOC,MN,20230803
73593387,1Z1W1R130323060410,UMOC,MN,20230803
73593287,9205590295388102952037,UPM,HI,20230804
73593380,92419902712015573020126271,MBPM,NE,20230803
73593384,92419902712015573020126288,MBPM,VA,20230803
73593500,92419902712015573020126295,MBPM,OH,20230803
73593565,1Z1W1R130323060429,UMOC,PA,20230803
73593636,1Z1W1R130323060438,UMOC,CA,20230803
73593568,92419902712015573020126301,MBPM,PA,20230803
73593562,1Z1W1R130323060447,UMOC,CA,20230803
73593562,1Z1W1R130323060456,UMOC,CA,20230803
73593640,1Z1W1R130323060465,UMOC,CA,20230803
73593640,1Z1W1R130323060474,UMOC,CA,20230803
73593640,1Z1W1R130323060483,UMOC,CA,20230803
73593567,1Z1W1R130323060492,UMOC,MI,20230803
73593704,92419902712015573020126318,MBPM,ME,20230803
73593570,1Z1W1R130323062267,UMOC,CA,20230803
73593778,92419902712015573020127803,MBPM,MS,20230803
73593642,1Z1W1R130323060509,UMOC,MI,20230803
73593574,92419902712015573020126325,MBPM,FL,20230804
73593658,1Z1W1R130323062276,UMOC,KS,20230803
73593663,92419902712015573020127810,MBPM,UT,20230804
73593690,1Z1W1R130323062285,UMOC,IN,20230803
73593701,1Z1W1R130323062294,UMOC,FL,20230804
73593680,92419902712015573020126332,MBPM,ME,20230803
73593786,1Z1W1R130323060518,UMOC,FL,20230803
73593784,92419902712015573020126349,MBPM,ME,20230804
73593655,1Z1W1R130323060527,UMOC,TX,20230803
73593687,1Z1W1R130323062301,UMOC,NV,20230803
73593687,1Z1W1R130323062310,UMOC,NV,20230803
73593650,1Z1W1R130323060536,UMOC,PA,20230803
73593776,1Z1W1R130323060545,UMOC,CA,20230803
73593648,1Z1W1R130323060554,UMOC,CA,20230804
73593779,92419902712015573020126356,MBPM,IN,20230803
73593783,92419902712015573020126363,MBPM,WI,20230803
73593703,92419902712015573020126370,MBPM,PA,20230803
73593659,92419902712015573020126387,MBPM,NY,20230803
73593679,92419902712015573020126394,MBPM,MI,20230804
73593641,92419902712015573020126400,MBPM,IL,20230803
73593694,92419902712015573020126417,MBPM,IL,20230803
73593697,92419902712015573020126424,MBPM,NY,20230803
73593781,92419902712015573020126431,MBPM,CA,20230803
73593682,1Z1W1R130323060563,UMOC,NY,20230803
73593705,92419902712015573020126448,MBPM,IL,20230803
73593649,1Z1W1R130323060572,UMOC,TX,20230803
73593775,1Z1W1R130323060581,UMOC,PA,20230803
73593699,1Z1W1R130323060590,UMOC,AZ,20230803
73593698,92419902712015573020126455,MBPM,KS,20230803
73593782,1Z1W1R130323060607,UMOC,CA,20230803
73593683,92419902712015573020126462,MBPM,OH,20230803
73593662,92419902712015573020126479,MBPM,MI,20230803
73593684,92419902712015573020126486,MBPM,MO,20230803
73593688,92419902712015573020126493,MBPM,CA,20230803
73593645,92419902712015573020126509,MBPM,OH,20230803
73593643,1Z1W1R130323060616,UMOC,WA,20230804
73593676,1Z1W1R130323060625,UMOC,IL,20230803
73593676,1Z1W1R130323060634,UMOC,IL,20230803
73593676,1Z1W1R130323060643,UMOC,IL,20230803
73593676,1Z1W1R130323060652,UMOC,IL,20230803
73593676,1Z1W1R130323060661,UMOC,IL,20230803
73593685,1Z1W1R130323060670,UMOC,KS,20230803
73593686,92419902712015573020126516,MBPM,NJ,20230804
73593664,1Z1W1R130323060689,UMOC,KS,20230803
73593664,1Z1W1R130323060698,UMOC,KS,20230803
73593664,1Z1W1R130323060705,UMOC,KS,20230803
73593664,1Z1W1R130323060714,UMOC,KS,20230803
73593696,1Z1W1R130323060723,UMOC,CA,20230803
73593696,1Z1W1R130323060732,UMOC,CA,20230803
73593667,92419902712015573020126523,MBPM,SD,20230803
73593677,92419902712015573020126530,MBPM,NJ,20230803
73593654,1Z1W1R130323060741,UMOC,CO,20230803
73593671,92419902712015573020126547,MBPM,CA,20230803
73593674,92419902712015573020126554,MBPM,IN,20230803
73593673,92419902712015573020126561,MBPM,NY,20230803
73593675,1Z1W1R130323060750,UMOC,WI,20230803
73593702,92419902712015573020126578,MBPM,CA,20230803
73593647,92419902712015573020126585,MBPM,PA,20230803
73593651,92419902712015573020126592,MBPM,OK,20230803
73593661,92419902712015573020126608,MBPM,TX,20230803
73593573,1Z1W1R130323060769,UMOC,MA,20230803
73593646,92419902712015573020126615,MBPM,NC,20230803
73593669,1Z1W1R130323060778,UMOC,RI,20230803
73593670,1Z1W1R130323060787,UMOC,PA,20230803
73593670,1Z1W1R130323060796,UMOC,PA,20230803
73593787,9205590295388102952044,UPM,IN,20230804
73593657,1Z1W1R130323060803,UMOC,OK,20230803
73593275,92419902712015573020126622,MBPM,MO,20230803
300162222,1Z1W1R130323060812,UMOC,WI,20230803
73593544,1Z1W1R130323060821,UMOC,CA,20230803
73593545,1Z1W1R130323060830,UMOC,KS,20230803
73593547,1Z1W1R130323060849,UMOC,CA,20230803
73593467,92419902712015573020126639,MBPM,VT,20230803
73593628,92419902712015573020126646,MBPM,LA,20230803
73593401,1Z1W1R130323060858,UMOC,UT,20230803
73593412,92419902712015573020126653,MBPM,AL,20230803
73593460,1Z1W1R130323060867,UMOC,OH,20230804
73593531,1Z1W1R130323060876,UMOC,TX,20230803
73593531,1Z1W1R130323060885,UMOC,TX,20230803
73593531,1Z1W1R130323060894,UMOC,TX,20230803
73593634,1Z1W1R130323060901,UMOC,NV,20230803
73593400,1Z1W1R13YW23060912,SP1G,MO,20230803
73593405,92419902712015573020126660,MBPM,CA,20230803
73593405,92419902712015573020126677,MBPM,CA,20230803
73593427,92419902712015573020126684,MBPM,IN,20230803
73593365,92419902712015573020126691,MBPM,IN,20230803
73593373,1Z1W1R130323060929,UMOC,CA,20230803
73593442,1Z1W1R130323060938,UMOC,WI,20230803
73593554,1Z1W1R130323060947,UMOC,OK,20230804
73593554,1Z1W1R130323060956,UMOC,OK,20230804
73593362,92419902712015573020126707,MBPM,CA,20230803
73593621,1Z1W1R130323060965,UMOC,UT,20230803
73593499,1Z1W1R130323060974,UMOR,AK,20230803
73593499,1Z1W1R130323060983,UMOR,AK,20230803
73593470,1Z1W1R130323060992,UMOC,MI,20230803
73593462,1Z1W1R130323061008,UMOC,OH,20230803
73593347,92419902712015573020126714,MBPM,TN,20230803
73593520,1Z1W1R130323061017,UMOC,PA,20230803
73593319,92419902712015573020126721,MBPM,MN,20230803
73593430,1Z1W1R130323061026,UMOC,OK,20230803
73593430,1Z1W1R130323061035,UMOC,OK,20230803
73593321,92419902712015573020126738,MBPM,CA,20230803
73593514,1Z1W1R130323061044,UMOC,IL,20230803
73593538,1Z1W1R130323061053,UMOC,TX,20230803
73593538,1Z1W1R130323061062,UMOC,TX,20230803
73593538,1Z1W1R130323061071,UMOC,TX,20230803
73593538,1Z1W1R130323061080,UMOC,TX,20230803
73593538,1Z1W1R130323061099,UMOC,TX,20230803
73593437,1Z1W1R130323061106,UMOC,MA,20230803
73593542,92419902712015573020126745,MBPM,MA,20230803
73593558,92419902712015573020126752,MBPM,IL,20230803
73593560,1Z1W1R130323061115,UMOC,NV,20230803
73593592,1Z1W1R130323061124,UMOC,MN,20230803
73593553,1Z1W1R130323061133,UMOC,AR,20230803
73593553,1Z1W1R130323061142,UMOC,AR,20230803
73593346,1Z1W1R130323061151,UMOC,IL,20230803
73593582,1Z1W1R130323061160,UMOC,OH,20230803
73593582,1Z1W1R130323061179,UMOC,OH,20230803
73593633,1Z1W1R130323061188,UMOC,MO,20230803
73593556,1Z1W1R130323061197,UMOC,MI,20230803
73593403,1Z1W1R130323061204,UMOC,IA,20230803
73593444,92419902712015573020126769,MBPM,CA,20230803
73593453,1Z1W1R130323061213,UMOC,NV,20230803
73593453,1Z1W1R130323061222,UMOC,NV,20230803
73593449,1Z1W1R130323061231,UMOC,IL,20230803
73593455,92419902712015573020126776,MBPM,MI,20230803
73593609,1Z1W1R130323061240,UMOC,OH,20230803
73593607,92419902712015573020126783,MBPM,IA,20230803
73593515,1Z1W1R130323061259,UMOC,CA,20230803
73593515,1Z1W1R130323061268,UMOC,CA,20230803
73593515,1Z1W1R130323061277,UMOC,CA,20230803
73593515,1Z1W1R130323061286,UMOC,CA,20230803
73593515,1Z1W1R130323061295,UMOC,CA,20230803
73593515,1Z1W1R130323061302,UMOC,CA,20230803
73593515,1Z1W1R130323061311,UMOC,CA,20230803
73593358,1Z1W1R130323061320,UMOC,VT,20230803
73593503,1Z1W1R130323061339,UMOC,OH,20230803
73593611,1Z1W1R130323061348,UMOC,NY,20230803
73593611,1Z1W1R130323061357,UMOC,NY,20230803
73593614,1Z1W1R130323061366,UMOC,CO,20230803
73593590,92419902712015573020126790,MBPM,AR,20230803
73593525,1Z1W1R130323061375,UMOC,CA,20230804
73593459,1Z1W1R130323061384,UMOC,NC,20230803
73593450,92419902712015573020126806,MBPM,AR,20230803
73593397,92419902712015573020126813,MBPM,MO,20230803
73593432,1Z1W1R130323061393,UMOC,KS,20230803
73593584,92419902712015573020126820,MBPM,IA,20230803
73593317,1Z1W1R130323061400,UMOC,PA,20230803
73593395,1Z1W1R130323061419,UMOC,MI,20230803
73593422,1Z1W1R130323061428,UMOC,WI,20230803
73593591,92419902712015573020126837,MBPM,MI,20230804
73593521,1Z1W1R130323061437,UMOC,VA,20230803
73593622,92419902712015573020126844,MBPM,LA,20230803
73593627,92419902712015573020126851,MBPM,MN,20230804
73593581,92419902712015573020126868,MBPM,NE,20230803
73593361,1Z1W1R130323061446,UMOC,CT,20230803
73593447,92419902712015573020126875,MBPM,IN,20230804
73593476,1Z1W1R130323061455,UMOC,IL,20230803
73593475,92748902712015573020126883,MPSL,OR,20230803
73593446,92419902712015573020126899,MBPM,CA,20230803
73593587,1Z1W1R130323061464,UMOC,NC,20230803
73593632,1Z1W1R130323061473,UMOC,TX,20230803
73593610,1Z1W1R130323061482,UMOC,TX,20230803
73593396,1Z1W1R130323061491,UMOC,OH,20230803
73593413,1Z1W1R130323061508,UMOC,IN,20230803
73593578,1Z1W1R130323061517,UMOC,CO,20230803
73593578,1Z1W1R130323061526,UMOC,CO,20230803
73593372,92419902712015573020126905,MBPM,NM,20230803
73593541,1Z1W1R130323061535,UMOC,MN,20230803
73593394,1Z1W1R130323061544,UMOC,IN,20230803
73593352,1Z1W1R130323061553,UMOC,PA,20230803
73593451,1Z1W1R130323061562,UMOC,LA,20230803
73593429,92419902712015573020126912,MBPM,WY,20230803
73593364,1Z1W1R130323061571,UMOC,IL,20230803
73593357,1Z1W1R130323061580,UMOC,WI,20230803
73593635,92748902712015573020126920,MPSL,SC,20230803
73593374,92419902712015573020126936,MBPM,FL,20230803
73593454,92419902712015573020126943,MBPM,SC,20230803
73593440,92419902712015573020126950,MBPM,MD,20230803
73593618,92419902712015573020126967,MBPM,IL,20230803
73593370,1Z1W1R130323061599,UMOC,IA,20230803
73593370,1Z1W1R130323061606,UMOC,IA,20230803
73593496,92419902712015573020126974,MBPM,NC,20230803
73593510,1Z1W1R130323061615,UMOC,AZ,20230803
73593596,1Z1W1R130323061624,UMOC,VT,20230803
73593598,92419902712015573020126981,MBPM,ID,20230803
73593508,1Z1W1R130323061633,UMOC,AL,20230803
73593557,1Z1W1R130323061642,UMOC,CA,20230803
73593518,1Z1W1R130323061651,UMOC,OH,20230803
73593505,1Z1W1R130323061660,UMOC,MO,20230803
73593580,1Z1W1R130323061679,UMOC,OH,20230803
73593530,1Z1W1R130323061688,UMOC,MA,20230803
73593555,92419902712015573020126998,MBPM,TX,20230803
73593448,92419902712015573020127001,MBPM,TN,20230804
73593491,92419902712015573020127018,MBPM,OR,20230803
73593599,1Z1W1R130323061697,UMOC,OR,20230803
73593482,92419902712015573020127025,MBPM,OH,20230803
73593497,1Z1W1R130323061704,UMOC,MN,20230803
73593513,92419902712015573020127032,MBPM,WI,20230803
73593593,92419902712015573020127049,MBPM,IA,20230803
73593457,1Z1W1R130323061713,UMOC,MO,20230803
73593486,1Z1W1R130323061722,UMOC,VA,20230803
73593617,92419902712015573020127056,MBPM,TX,20230803
73593418,1Z1W1R130323061731,UMOC,LA,20230803
73593350,92419902712015573020127063,MBPM,PA,20230803
73593354,92419902712015573020127070,MBPM,TX,20230804
73593537,92419902712015573020127087,MBPM,IA,20230803
73593605,1Z1W1R130323061740,UMOC,TX,20230803
73593399,92419902712015573020127094,MBPM,PA,20230803
73593613,92419902712015573020127100,MBPM,AR,20230804
73593606,92419902712015573020127117,MBPM,CA,20230803
73593495,92419902712015573020127124,MBPM,IN,20230803
73593511,92419902712015573020127131,MBPM,MO,20230803
73593404,1Z1W1R130323061759,UMOC,PA,20230803
73593404,1Z1W1R130323061768,UMOC,PA,20230803
73593528,1Z1W1R130323061777,UMOC,IL,20230803
73593548,1Z1W1R130323061786,UMOC,OH,20230803
73593360,1Z1W1R130323061795,UMOC,NY,20230803
73593472,92419902712015573020127148,MBPM,MA,20230803
73593485,1Z1W1R130323061802,UMOC,IL,20230803
73593473,92419902712015573020127155,MBPM,MI,20230803
73593349,92419902712015573020127162,MBPM,MO,20230803
73593368,1Z1W1R130323061811,UMOC,WI,20230803
73593368,1Z1W1R130323061820,UMOC,WI,20230803
73593551,1Z1W1R130323061839,UMOC,CA,20230803
73593445,92419902712015573020127179,MBPM,CA,20230803
73593603,92419902712015573020127186,MBPM,TN,20230803
73593583,1Z1W1R130323061848,UMOC,OH,20230803
73593506,92419902712015573020127193,MBPM,CA,20230804
73593601,92419902712015573020127209,MBPM,FL,20230803
73593348,92419902712015573020127216,MBPM,TN,20230803
73593576,92419902712015573020127223,MBPM,TX,20230803
73593474,92419902712015573020127230,MBPM,IL,20230803
73593471,9205590295388102952051,UPM,IL,20230804
73593327,1Z1W1R130323061857,UMOC,FL,20230803
73593411,92419902712015573020127247,MBPM,FL,20230803
73593428,92419902712015573020127254,MBPM,TX,20230803
73593436,1Z1W1R130323061866,UMOC,CT,20230803
73593552,92419902712015573020127261,MBPM,NY,20230803
73593540,92419902712015573020127278,MBPM,NY,20230803
73593435,92419902712015573020127285,MBPM,CA,20230803
73593441,92419902712015573020127292,MBPM,CO,20230803
73593469,92419902712015573020127308,MBPM,IN,20230803
73593509,1Z1W1R130323061875,UMOC,OK,20230803
73593630,1Z1W1R130323061884,UMOC,PA,20230803
73593630,1Z1W1R130323061893,UMOC,PA,20230803
73593320,1Z1W1R130323061900,UMOC,NJ,20230803
73593323,1Z1W1R130323061919,UMOC,KS,20230803
73593612,92419902712015573020127315,MBPM,MI,20230803
73593604,1Z1W1R130323061928,UMOC,NC,20230803
73593604,1Z1W1R130323061937,UMOC,NC,20230803
73593608,1Z1W1R130323061946,UMOC,OH,20230803
73593561,92419902712015573020127322,MBPM,SC,20230803
73593415,92419902712015573020127339,MBPM,MI,20230803
73593406,1Z1W1R130323061955,UMOC,MO,20230803
73593433,92419902712015573020127346,MBPM,CA,20230803
73593504,92419902712015573020127353,MBPM,CA,20230804
73593322,92419902712015573020127360,MBPM,PA,20230803
73593392,92419902712015573020127377,MBPM,VA,20230803
73593494,92419902712015573020127384,MBPM,FL,20230803
73593579,1Z1W1R130323061964,UMOC,AZ,20230803
73593398,92419902712015573020127391,MBPM,TX,20230803
73593420,1Z1W1R130323061973,UMOC,FL,20230803
73593438,92419902712015573020127407,MBPM,MI,20230803
73593456,1Z1W1R130323061982,UMOC,TN,20230803
73593468,1Z1W1R130323061991,UMOC,VA,20230803
73593501,92419902712015573020127414,MBPM,FL,20230803
73593318,92419902712015573020127421,MBPM,FL,20230803
73593439,92419902712015573020127438,MBPM,KS,20230803
73593367,92419902712015573020127445,MBPM,GA,20230803
73593624,92419902712015573020127452,MBPM,WI,20230803
73593517,92419902712015573020127469,MBPM,MN,20230803
73593443,92419902712015573020127476,MBPM,NC,20230803
73593523,92419902712015573020127483,MBPM,TX,20230803
73593577,1Z1W1R130323062007,UMOC,CA,20230803
73593519,92419902712015573020127490,MBPM,NC,20230803
73593595,92419902712015573020127506,MBPM,CA,20230803
73593351,1Z1W1R130323062016,UMOC,NM,20230803
73593351,1Z1W1R130323062025,UMOC,NM,20230803
73593425,1Z1W1R130323062034,UMOC,WI,20230803
73593356,92419902712015573020127513,MBPM,TX,20230803
73593423,92419902712015573020127520,MBPM,CA,20230803
73593487,92419902712015573020127537,MBPM,KS,20230803
73593481,92419902712015573020127544,MBPM,KS,20230803
73593463,92419902712015573020127551,MBPM,ME,20230803
73593522,1Z1W1R130323062043,UMOC,IN,20230803
73593522,1Z1W1R130323062052,UMOC,IN,20230803
73593410,92419902712015573020127568,MBPM,MD,20230803
73593431,1Z1W1R130323062061,UMOC,MA,20230803
73593369,92419902712015573020127575,MBPM,OH,20230803
73593597,92419902712015573020127582,MBPM,VA,20230803
73593529,92419902712015573020127599,MBPM,CO,20230803
73593550,92419902712015573020127605,MBPM,TX,20230803
73593417,92419902712015573020127612,MBPM,VA,20230803
73593535,1Z1W1R130323062070,UMOC,MT,20230803
73593600,1Z1W1R130323062089,UMOC,OH,20230803
73593600,1Z1W1R130323062098,UMOC,OH,20230803
73593600,1Z1W1R130323062105,UMOC,OH,20230803
73593600,1Z1W1R130323062114,UMOC,OH,20230803
73593600,1Z1W1R130323062123,UMOC,OH,20230803
73593623,1Z1W1R130323062132,UMOC,MN,20230803
73593434,92419902712015573020127629,MBPM,NC,20230803
73593490,1Z1W1R130323062141,UMOC,SD,20230803
73593507,92419902712015573020127636,MBPM,IN,20230803
73593546,92419902712015573020127643,MBPM,OR,20230803
73593484,1Z1W1R130323062150,UMOC,MA,20230803
73593484,1Z1W1R130323062169,UMOC,MA,20230803
73593458,92419902712015573020127650,MBPM,SC,20230803
73593366,92419902712015573020127667,MBPM,OH,20230804
73593421,92419902712015573020127674,MBPM,NJ,20230803
73593532,1Z1W1R130323062178,UMOC,AL,20230803
73593355,92419902712015573020127681,MBPM,TX,20230803
73593534,1Z1W1R130323062187,UMOC,OH,20230803
73593424,1Z1W1R130323062196,UMOC,NY,20230803
73593424,1Z1W1R130323062203,UMOC,NY,20230803
73593426,1Z1W1R130323062212,UMOC,IN,20230803
73593575,92419902712015573020127698,MBPM,ID,20230803
73593492,92419902712015573020127704,MBPM,OH,20230803
73593353,1Z1W1R130323062221,UMOC,MN,20230803
73593502,92419902712015573020127711,MBPM,CA,20230803
73593533,92419902712015573020127728,MBPM,TX,20230803
73593416,92419902712015573020127735,MBPM,IN,20230803
73593549,92419902712015573020127742,MBPM,CA,20230803
73593312,1Z1W1R130323062230,UMOC,MI,20230803
73593483,92419902712015573020127759,MBPM,IA,20230803
73593333,92419902712015573020127766,MBPM,PA,20230803
73593602,92419902712015573020127773,MBPM,LA,20230803
73593527,1Z1W1R130323062249,UMOC,MN,20230803
73593527,1Z1W1R130323062258,UMOC,MN,20230803
73593615,92419902712015573020127780,MBPM,FL,20230803
73593625,92419902712015573020127797,MBPM,AZ,20230803
73593383,1Z1W1R130323062383,UMOC,CA,20230804
73593285,92419902712015573020127872,MBPM,MO,20230804
73593298,92419902712015573020127889,MBPM,WI,20230804
73593388,92419902712015573020127896,MBPM,TX,20230804
73593378,1Z1W1R130323062392,UMOC,OH,20230804
73593563,92419902712015573020127902,MBPM,NC,20230804
73593569,1Z1W1R130323062409,UMOC,CA,20230804
73593564,92419902712015573020127919,MBPM,OK,20230804
73593666,1Z1W1R130323062418,UMOC,TX,20230804
73593644,1Z1W1R130323062427,UMOC,NY,20230804
73593419,1Z1W1R130323062436,UMOC,MI,20230804
73593865,1Z3584030280261679,UC02,TX,20230803
73594003,1Z3584030280261688,UC02,CA,20230803
73593740,1Z3584030280261697,UC02,ID,20230803
73593740,1Z3584030280261704,UC02,ID,20230803
73593895,1Z3584030280261713,UC02,CA,20230803
73593539,92419902712015573020127926,MBPM,CO,20230807
73593639,1Z1W1R130323062445,UMOC,NY,20230804
73593639,1Z1W1R130323062454,UMOC,NY,20230804
73593794,1Z1W1R130323062463,UMOC,IL,20230808
73593794,1Z1W1R130323062472,UMOC,IL,20230808
73593724,1Z1W1R130323062481,UMOC,CA,20230808
73593811,92419902712015573020127933,MBPM,TX,20230804
73593730,1Z1W1R130323062490,UMOC,ME,20230808
73593716,1Z1W1R130323062507,UMOC,MI,20230804
73593708,1Z1W1R130323062543,UMOC,NY,20230808
73593889,1Z1W1R130323062552,UMOC,TX,20230804
73593874,92419902712015573020127964,MBPM,TX,20230804
73593975,1Z1W1R130323062561,UMOC,MN,20230808
73593975,1Z1W1R130323062570,UMOC,MN,20230808
73593990,1Z1W1R130323062589,UMOC,NV,20230804
73593995,92419902712015573020127971,MBPM,AZ,20230804
73593729,1Z1W1R130323062598,UMOC,MN,20230808
73593729,1Z1W1R130323062605,UMOC,MN,20230808
73593729,1Z1W1R130323062614,UMOC,MN,20230808
73593729,1Z1W1R130323062623,UMOC,MN,20230808
73593729,1Z1W1R130323062632,UMOC,MN,20230808
73593764,92419902712015573020127988,MBPM,LA,20230807
73593821,1Z1W1R130323062641,UMOC,CO,20230804
73593821,1Z1W1R130323062650,UMOC,CO,20230804
73593821,1Z1W1R130323062669,UMOC,CO,20230804
73593789,92419902712015573020127995,MBPM,NY,20230804
73593706,92419902712015573020128008,MBPM,PA,20230804
73593727,92419902712015573020128015,MBPM,MO,20230804
73593715,1Z1W1R130323062678,UMOC,MA,20230804
73593715,1Z1W1R130323062687,UMOC,MA,20230804
73593734,1Z1W1R130323062696,UMOC,NJ,20230804
73593737,92419902712015573020128039,MBPM,OH,20230804
73593767,92419902712015573020128046,MBPM,OH,20230804
73594177,1Z3584030280261722,UC02,OH,20230807
73594177,1Z3584030280261731,UC02,OH,20230807
73594177,1Z3584030280261740,UC02,OH,20230807
73594023,1Z3584030280261759,UC02,OH,20230807
73594023,1Z3584030280261768,UC02,OH,20230807
73593818,92419902712015573020130384,MBPM,PA,20230807
73593841,1Z1W1R130323065237,UMOC,CA,20230808
73593711,1Z1W1R130323065246,UMOC,MN,20230804
73593712,1Z1W1R130323065255,UMOC,IL,20230808
73593873,92419902712015573020130391,MBPM,AZ,20230807
73593746,1Z1W1R130323063962,UMOC,KS,20230804
73593817,92419902712015573020130407,MBPM,VA,20230804
73593851,1Z1W1R130323063971,UMOR,NM,20230808
73593851,1Z1W1R130323063980,UMOR,NM,20230808
73593843,92419902712015573020129227,MBPM,CA,20230807
73593977,1Z1W1R130323063999,UMOC,UT,20230804
73593864,92419902712015573020129234,MBPM,CA,20230804
73593824,1Z1W1R130323064005,UMOC,MD,20230804
73593768,1Z1W1R130323064014,UMOC,OH,20230804
73593875,1Z1W1R130323064023,UMOC,WA,20230808
73593877,1Z1W1R130323064032,UMOC,ID,20230808
73593886,1Z1W1R130323064041,UMOC,AR,20230808
73593892,92419902712015573020129241,MBPM,VA,20230807
73593854,1Z1W1R130323064050,UMOC,CA,20230804
73593883,1Z1W1R130323064069,UMOC,NY,20230804
73593869,1Z1W1R130323064078,UMOC,OH,20230804
73593896,1Z1W1R130323064087,UMOC,NE,20230808
73593822,92419902712015573020129258,MBPM,AR,20230807
73593845,1Z1W1R130323064096,UMOC,CO,20230804
73593982,92419902712015573020129265,MBPM,AZ,20230804
73593992,1Z1W1R130323064103,UMOC,NE,20230804
73593796,92419902712015573020129272,MBPM,CA,20230807
73593983,92419902712015573020129289,MBPM,AZ,20230807
73593986,1Z1W1R130323064112,UMOC,OK,20230808
73593798,1Z1W1R130323064121,UMOC,NJ,20230804
73593718,92419902712015573020129296,MBPM,MI,20230807
73593759,92419902712015573020129302,MBPM,CA,20230804
73593758,1Z1W1R130323064130,UMOC,UT,20230804
73593900,1Z1W1R130323064149,UMOC,CA,20230808
73593804,92419902712015573020129319,MBPM,MD,20230807
73593890,92419902712015573020129326,MBPM,CA,20230804
73593902,92419902712015573020129333,MBPM,TX,20230804
73593805,1Z1W1R13YW23064150,SP1G,NH,20230808
73593808,1Z1W1R130323064167,UMOC,TN,20230808
73593828,92419902712015573020129340,MBPM,VA,20230804
73593810,92419902712015573020129357,MBPM,MN,20230807
73593812,92419902712015573020129364,MBPM,MO,20230804
73593806,92419902712015573020129371,MBPM,AZ,20230807
73593815,1Z1W1R130323064176,UMOC,CA,20230804
73593738,1Z1W1R130323064185,UMOC,MO,20230808
73593743,9205590295388102952082,UPM,WV,20230808
73593807,1Z1W1R130323064194,UMOC,NE,20230804
73593842,92419902712015573020129388,MBPM,NC,20230807
73593866,1Z1W1R130323064201,UMOC,IL,20230808
73593987,92419902712015573020129395,MBPM,IA,20230804
73593771,1Z1W1R130323064210,UMOC,IL,20230804
73593856,92419902712015573020129401,MBPM,WY,20230807
73593888,1Z1W1R130323064229,UMOC,KS,20230808
73593858,92419902712015573020129418,MBPM,MA,20230804
73593904,1Z1W1R130323064238,UMOC,FL,20230808
73593904,1Z1W1R130323064247,UMOC,FL,20230808
73593710,92419902712015573020129425,MBPM,IL,20230807
73593901,92419902712015573020129432,MBPM,IN,20230807
73593885,1Z1W1R130323064256,UMOC,IL,20230808
73593885,1Z1W1R130323064265,UMOC,IL,20230808
73593994,1Z1W1R130323064274,UMOC,WA,20230804
73593830,1Z1W1R130323064283,UMOC,CO,20230808
73593997,92419902712015573020129449,MBPM,TX,20230804
73593756,92419902712015573020129456,MBPM,TX,20230804
73593850,92419902712015573020129463,MBPM,WI,20230804
73593849,1Z1W1R130323064292,UMOC,OK,20230804
73593829,92419902712015573020129470,MBPM,CA,20230804
73593770,1Z1W1R130323064309,UMOC,NC,20230804
73593772,1Z1W1R130323064318,UMOC,MA,20230808
73593823,1Z1W1R130323064327,UMOR,WI,20230808
73593823,1Z1W1R130323064336,UMOR,WI,20230808
73593823,1Z1W1R130323064345,UMOR,WI,20230808
73593985,1Z1W1R130323064354,UMOC,ND,20230808
73593803,1Z1W1R130323064363,UMOC,OH,20230808
73593825,1Z1W1R130323064372,UMOC,OH,20230804
73593832,1Z1W1R130323064381,UMOC,MO,20230804
73593839,1Z1W1R130323064390,UMOC,MT,20230808
73593752,92419902712015573020129487,MBPM,CA,20230807
73593852,92419902712015573020129494,MBPM,TX,20230804
